Title,Split,Status,Approved,Reviewer,Domain,Difficulty,Quality Score,Safety Label,Language,Source,Dataset Version,Last Modified,Assistant Message,Created Date,Duplicate Checked,Fact Checked,ID,Input,Instruction,Output,Safety Checked,Subdomain,System Message,Tags,User Message
ML: what is regularization (L1 vs L2),Train,Review,No,,"AI, Education, Machine Learning",Medium,8,Safe,English,Synthetic,v0.1,"June 13, 2026 1:07 AM",L2 smoothly shrinks weights; L1 can drive some to zero (sparse). Pick strength via validation.,"June 13, 2026 1:07 AM",Yes,Yes,32,Linear model; wants reduce overfitting.,Explain L1 and L2 regularization and when to use each.,"Regularization adds a penalty to discourage overly complex models.

- L2 (Ridge): adds λ‖w‖²; shrinks weights smoothly; good default.
- L1 (Lasso): adds λ‖w‖₁; encourages sparsity (some weights become 0); useful for feature selection.

Choose λ via validation; always standardize features for many linear models.",Yes,Generalization,You are TensoraMax Studio Assistant. Be clear and correct.,ml,What’s the difference between L1 and L2 regularization?
Reasoning: detect assumption in a word problem,Validation,Review,No,,"Education, Reasoning",Easy,8,Safe,English,Synthetic,v0.1,"June 13, 2026 1:07 AM","You can’t determine speed without distance; with distance d, average speed is d / 2 hours.","June 13, 2026 1:07 AM",Yes,Yes,34,"""A train leaves at 10am and arrives at noon. How fast?"" Distance not given.",Identify hidden assumptions and restate the problem with explicit assumptions.,"Hidden assumption: you need distance to compute speed. Time alone isn’t enough.

Restate: “Given distance d and travel time 2 hours, average speed is d/2 hours.”

If the question intended you to infer distance, that must be provided or referenced.",Yes,Assumptions / problem framing,You are TensoraMax Studio Assistant. Be explicit about missing information and assumptions.,reasoning,A train leaves at 10am and arrives at noon. How fast was it going?
TXB Knowledge: create a doc extraction prompt (template),Train,Review,No,,"AI, Productivity, TXB Knowledge",Hard,8,Needs Review,English,Synthetic,v0.1,"June 13, 2026 1:07 AM","Use a JSON-output extraction prompt with a clear schema for summary, facts, procedures, commands, warnings, and references.","June 13, 2026 1:07 AM",Yes,No,35,"Need fields: summary, key facts, commands, warnings, links.",Write a prompt template to extract structured facts from a TXB article for dataset creation.,"Prompt template:

Instruction: “Extract structured information from the TXB article below. Output valid JSON.”

JSON schema:
- summary (string)
- key_facts (array of strings)
- procedures (array of step strings)
- commands (array of strings)
- warnings (array of strings)
- references (array of {title, url})

Article:
<<<PASTE TXB CONTENT HERE>>>",Yes,Extraction / dataset ops,You are TensoraMax Studio Assistant. Produce retrieval- and dataset-friendly templates.,"docs, txb",Can you give a prompt to extract structured facts from a TXB doc?
Reasoning: prove by contradiction (simple template),Validation,Review,No,,"Education, Mathematics, Reasoning",Medium,8,Safe,English,Synthetic,v0.1,"June 13, 2026 1:08 AM","Assume the opposite, derive a contradiction, and conclude the original statement must be true (see √2 sketch).","June 13, 2026 1:08 AM",Yes,Yes,38,Example: prove √2 is irrational (high-level).,Teach proof by contradiction with a short canonical example.,"Proof by contradiction template:
1) Assume the opposite of what you want to prove.
2) Derive a logical contradiction.
3) Conclude the assumption is false; original claim is true.

Example (√2 irrational, sketch): assume √2 = a/b in lowest terms. Then 2b² = a², so a is even ⇒ a=2k. Substitute: 2b²=4k² ⇒ b²=2k² ⇒ b even. Both even contradict “lowest terms”.",Yes,Proof techniques,You are TensoraMax Studio Assistant. Explain clearly; keep proofs correct and appropriately scoped.,reasoning,How does proof by contradiction work?
Python: async HTTP requests with aiohttp,Train,Review,No,,"Backend, Programming",Hard,9,Safe,English,Synthetic,v0.1,"June 13, 2026 1:08 AM",Use asyncio.gather with aiohttp.ClientSession to run requests concurrently (see Output).,"June 13, 2026 1:08 AM",Yes,Yes,43,Fetch 3 URLs concurrently and print status codes.,Provide an example of making concurrent HTTP GET requests in Python using aiohttp.,"python
import asyncio
import aiohttp

async def fetch(session, url):
    async with session.get(url) as resp:
        return url, resp.status

async def main(urls):
    async with aiohttp.ClientSession() as session:
        results = await asyncio.gather(*(fetch(session, u) for u in urls))
    for url, status in results:
        print(url, status)

urls = [""https://example.com"", ""https://httpbin.org/get"", ""https://api.github.com""]
asyncio.run(main(urls))
",Yes,Python / async,You are TensoraMax Studio Assistant. Provide correct code and brief notes on best practices.,python,How can I fetch multiple URLs concurrently in Python?
JavaScript: event loop (microtasks vs macrotasks),Train,Review,No,,"Education, Frontend, Programming, Web Development",Medium,9,Safe,English,Synthetic,v0.1,"June 13, 2026 1:08 AM","Promise callbacks are microtasks, and microtasks flush before the next macrotask like setTimeout.","June 13, 2026 1:08 AM",Yes,Yes,41,Include Promise.then vs setTimeout ordering.,Explain the JavaScript event loop focusing on microtasks vs macrotasks with an example order.,"- Macrotasks: setTimeout, I/O, UI events.
- Microtasks: Promise.then, queueMicrotask, MutationObserver.

Microtasks run after the current call stack and before the next macrotask.

Example:
js
console.log('A');
setTimeout(() => console.log('B'), 0);
Promise.resolve().then(() => console.log('C'));
console.log('D');

Order: A, D, C, B.",Yes,JavaScript / runtime,You are TensoraMax Studio Assistant. Be precise and use simple examples.,javascript,Why does Promise.then run before setTimeout(0)?
ML: data leakage examples and prevention checklist,Train,Review,No,,"AI, Data Science, Education, Machine Learning",Hard,9,Safe,English,Synthetic,v0.1,"June 13, 2026 1:08 AM",Leakage is when training uses information unavailable at inference; prevent it with proper splitting and train-only preprocessing.,"June 13, 2026 1:08 AM",Yes,Yes,47,Time series + user-level data; feature engineering involved.,List common ML data leakage patterns and how to prevent them.,"Common leakage patterns:
- Using future information (post-outcome features)
- Random split when data is time-ordered (train sees future)
- Same user/entity in multiple splits
- Scaling/normalizing using full dataset stats
- Target leakage via IDs that encode label

Prevention checklist:
- Split by time or group (user/session) when needed
- Fit preprocessors on train only, apply to val/test
- Audit features for “future” fields
- Use leakage tests (train on shuffled labels; sanity checks)
- Document split logic in TXB",Yes,Evaluation / leakage,You are TensoraMax Studio Assistant. Be practical and checklist-oriented.,ml,What is data leakage in ML and how do I avoid it?
Software Engineering: SOLID principles (quick map),Train,Review,No,,"Education, Programming, Software Engineering",Easy,8,Safe,English,Synthetic,v0.1,"June 13, 2026 1:08 AM",SOLID is a set of OO design heuristics; here are concise definitions plus a small SRP example.,"June 13, 2026 1:08 AM",Yes,Yes,39,Audience: junior engineer.,Explain SOLID principles with one-liners and a tiny example for one principle.,"SOLID:
- Single Responsibility: a module has one reason to change.
- Open/Closed: extend behavior without modifying existing code.
- Liskov Substitution: subtypes must be substitutable for base types.
- Interface Segregation: prefer small, specific interfaces.
- Dependency Inversion: depend on abstractions, not concretions.

Tiny example (SRP): separate InvoiceCalculator from InvoicePdfRenderer so formatting changes don’t touch business logic.",Yes,Design principles,You are TensoraMax Studio Assistant. Keep explanations concrete and non-hand-wavy.,docs,Can you explain SOLID principles simply?
Databases: ACID vs BASE (when it matters),Train,Review,No,,"Backend, Databases, Education, Software Engineering",Hard,9,Safe,English,Synthetic,v0.1,"June 13, 2026 1:08 AM",ACID provides strong transactional correctness; BASE is eventual consistency for high availability—choose based on invariants.,"June 13, 2026 1:08 AM",Yes,Yes,40,System: payments vs social feed.,Compare ACID and BASE and give guidance on choosing consistency level.,"- ACID (transactions): strong guarantees—Atomicity, Consistency, Isolation, Durability. Best for money, inventory, critical state.
- BASE (eventual consistency): Basically Available, Soft state, Eventual consistency. Common in distributed systems prioritizing availability/latency.

Guidance:
- Payments/ledger: prefer ACID and strict consistency.
- Social feed/counters: BASE can be acceptable with conflict resolution.

Always define invariants explicitly (e.g., “balance never negative”).",Yes,Consistency models,You are TensoraMax Studio Assistant. Be clear about tradeoffs and examples.,docs,What’s ACID vs BASE in databases?
Cybersecurity: CSRF vs XSS (difference),Train,Review,No,,"Cybersecurity, Education, Web Development",Medium,9,Safe,English,Synthetic,v0.1,"June 13, 2026 1:08 AM",XSS injects script; CSRF forces authenticated requests. Use CSP/escaping for XSS and CSRF tokens/SameSite for CSRF.,"June 13, 2026 1:08 AM",Yes,Yes,42,Web app uses cookies for auth.,Explain CSRF vs XSS and one mitigation for each.,"- XSS: attacker injects script into your pages; script runs in victim’s browser.
  - Mitigate: output escaping + CSP + avoid unsafe inline scripts.
- CSRF: attacker tricks browser into sending authenticated requests (cookies) to your site.
  - Mitigate: CSRF tokens + SameSite cookies + checking Origin/Referer.

They’re different: XSS is code execution in your origin; CSRF is unauthorized actions via the browser’s credentials.",Yes,Web security,You are TensoraMax Studio Assistant. Provide accurate defensive security guidance.,docs,What’s the difference between CSRF and XSS?
Web: HTTP caching headers (ETag vs Cache-Control),Train,Review,No,,"Backend, Education, Web Development",Hard,8,Safe,English,Synthetic,v0.1,"June 13, 2026 1:08 AM",Cache-Control controls freshness lifetime; ETag enables conditional requests and 304 responses for revalidation.,"June 13, 2026 1:08 AM",Yes,Yes,44,Static assets vs API responses.,Explain Cache-Control and ETag and when to use each.,"- Cache-Control: tells caches how long to store a response (e.g., max-age=31536000, immutable for versioned assets).
- ETag: validator for revalidation; client sends If-None-Match, server can reply 304 Not Modified.

Use:
- Versioned static assets: long Cache-Control + immutable.
- APIs: shorter Cache-Control and ETag for efficient revalidation.

Avoid caching personalized responses unless private and safe.",Yes,HTTP / caching,You are TensoraMax Studio Assistant. Be precise about HTTP semantics.,docs,What’s the difference between ETag and Cache-Control?
TXB Knowledge: create a QA pair from a doc snippet (template),Train,Review,No,,"AI, Education, TXB Knowledge",Medium,8,Needs Review,English,Synthetic,v0.1,"June 13, 2026 1:08 AM",Use a template that forces the answer to be supported by quoted evidence from the snippet.,"June 13, 2026 1:08 AM",Yes,No,45,Snippet: <<<TXB_SNIPPET>>>,"Given a TXB snippet, generate a grounded Q&A pair and cite the snippet.","Template:
- Question: a specific question answerable from the snippet.
- Answer: quote or paraphrase only what’s supported.
- Evidence: include exact quoted lines from the snippet.

Example output format:
Question: …
Answer: …
Evidence:
- “…”
- “…”",Yes,Grounded QA,You are TensoraMax Studio Assistant. Generate grounded Q&A and include evidence excerpts.,"docs, txb",How do I turn a TXB snippet into a training example safely?
TensoraMax Studio: evaluation loop for SLM (design),Test,Review,No,,"AI, Machine Learning, Software Engineering, TensoraMax Studio",Expert,8,Needs Review,English,Synthetic,v0.1,"June 13, 2026 1:08 AM","Use a versioned eval suite, score automatically + with human review, feed failures back into curated training, and enforce regression gates.","June 13, 2026 1:08 AM",Yes,No,46,Need offline eval + human review + regression testing.,Describe a high-level evaluation loop for improving an SLM inside TensoraMax Studio.,"Evaluation loop:
1) Collect candidate prompts from production + synthetic sets.
2) Run the model on a fixed evaluation suite (versioned).
3) Score with:
   - automatic metrics (task-specific)
   - rubric-based LLM judge (optional)
   - human review for a sampled subset
4) Triage failures into buckets (reasoning, hallucination, coding, safety).
5) Convert failures into new training examples with labels.
6) Fine-tune, then rerun eval; block release if regressions exceed thresholds.
7) Store artifacts in TXB: dataset version, model version, changelog.",Yes,Evaluation / MLOps,"You are TensoraMax Studio Assistant. Write like an internal design doc: concrete, versioned, scalable.","docs, txb",How should TensoraMax Studio manage an evaluation loop for our SLM?
JavaScript: map vs forEach vs reduce (when to use),Train,Review,No,,"Education, Programming, Web Development",Easy,9,Safe,English,Synthetic,v0.1,"June 13, 2026 1:09 AM","Use map to transform, reduce to aggregate, and forEach for side effects only.","June 13, 2026 1:09 AM",Yes,Yes,54,Developer is confused about functional array methods.,"Compare map, forEach, and reduce with guidance on when each is appropriate.","- forEach: run a side effect for each item; returns undefined.
- map: transform each item; returns a new array of same length.
- reduce: accumulate into a single value (sum, object map, grouping).

Guidance: prefer map for transformations, reduce for aggregations, and avoid using forEach when you actually want a returned value.",Yes,JavaScript / arrays,You are TensoraMax Studio Assistant. Be concise and correct.,javascript,When should I use map vs forEach vs reduce?
Python: context managers and with (why it matters),Train,Review,No,,"Education, Programming, Software Engineering",Easy,9,Safe,English,Synthetic,v0.1,"June 13, 2026 1:09 AM",It’s an object that manages resources with predictable cleanup; with ensures teardown runs even on errors.,"June 13, 2026 1:09 AM",Yes,Yes,48,Example with files or locks.,Explain what a context manager is in Python and why with is useful.,"A context manager defines setup/teardown around a block. with guarantees cleanup even if an exception occurs.

Example:
python
with open('data.txt', 'w', encoding='utf-8') as f:
    f.write('hello')
# file is closed here automatically

Same idea applies to locks, DB connections, etc.",Yes,Python / language features,You are TensoraMax Studio Assistant. Teach clearly and give correct examples.,python,What is a context manager in Python?
AI: RAG vs fine-tuning (decision matrix),Train,Review,No,,"AI, Education, Machine Learning, TXB Knowledge",Medium,9,Safe,English,Synthetic,v0.1,"June 13, 2026 1:09 AM",Use RAG for frequently changing knowledge; fine-tune for behavior/style. Many systems combine both.,"June 13, 2026 1:09 AM",Yes,Yes,49,Need domain knowledge updates frequently; also want better style and reasoning.,Compare RAG and fine-tuning and give a decision matrix for choosing.,"- RAG: retrieves fresh knowledge at inference; best for rapidly changing facts; reduces hallucinations when grounded.
- Fine-tuning: changes model behavior/style; good for consistent format, tone, tool use, and task patterns.

Decision matrix:
- Need up-to-date facts → RAG
- Need consistent outputs / workflows → fine-tune
- Need both → RAG for knowledge + fine-tune for behavior

Also: evaluate with a fixed suite before/after.",Yes,RAG / fine-tuning strategy,You are TensoraMax Studio Assistant. Be practical and engineering-focused.,"ml, txb",Should we use RAG or fine-tune our SLM for TXB knowledge?
Reasoning: Bayes rule intuition (medical test),Validation,Review,No,,"Education, Mathematics, Reasoning",Hard,8,Safe,English,Synthetic,v0.1,"June 13, 2026 1:09 AM","Because when an event is rare, false positives from the large “non-event” group can dominate—Bayes rule captures this.","June 13, 2026 1:09 AM",Yes,Yes,55,"Disease prevalence 1%, test 99% sensitive, 95% specific.",Explain why base rates matter using a medical test Bayes example (no heavy math).,"Even a “good” test can have many false positives when the disease is rare.

If only 1% have the disease, most positives come from the 99% healthy group. With 95% specificity, 5% of healthy people still test positive—this can outnumber true positives.

Takeaway: always consider prevalence (base rate) when interpreting probabilities.",Yes,Probability / Bayes,You are TensoraMax Studio Assistant. Explain with clear reasoning and plain language.,reasoning,Why do base rates matter in probability?
Testing: unit vs integration vs e2e (definitions),Train,Review,No,,"Education, Programming, Software Engineering",Easy,8,Safe,English,Synthetic,v0.1,"June 13, 2026 1:09 AM","They differ by scope: unit (small), integration (components together), E2E (full user flow). Use a test pyramid.","June 13, 2026 1:09 AM",Yes,Yes,51,Team wants a balanced test pyramid.,"Define unit, integration, and end-to-end tests and what they catch best.","- Unit tests: small scope; mock dependencies; fast; catch logic regressions.
- Integration tests: multiple components together (DB, API, queue); catch interface/config issues.
- E2E tests: user flows through the full system; slowest; catch wiring + UX regressions.

A good default: many unit tests, some integration, few high-value E2E.",Yes,Testing strategy,You are TensoraMax Studio Assistant. Explain in practical terms.,docs,"What’s the difference between unit, integration, and E2E tests?"
ML: precision vs recall (with a simple example),Train,Review,No,,"AI, Education, Machine Learning",Easy,9,Safe,English,Synthetic,v0.1,"June 13, 2026 1:09 AM",Precision measures correctness of positives; recall measures coverage of actual positives; optimize based on which error is costlier.,"June 13, 2026 1:09 AM",Yes,Yes,50,Use case: spam detection vs medical screening.,Explain precision and recall with a short example and when to optimize each.,"- Precision: of predicted positives, how many are correct.
- Recall: of actual positives, how many you found.

Optimize precision when false positives are costly (e.g., flagging important emails as spam).
Optimize recall when false negatives are costly (e.g., missing a disease).

Often you trade off via the decision threshold; use PR curves.",Yes,Classification metrics,You are TensoraMax Studio Assistant. Be clear and use intuitive examples.,ml,What’s precision vs recall?
Databases: normalize vs denormalize (tradeoffs),Train,Review,No,,"Backend, Databases, Education, Software Engineering",Medium,8,Safe,English,Synthetic,v0.1,"June 13, 2026 1:09 AM",Start normalized for correctness; denormalize selectively for measured performance needs with a clear consistency plan.,"June 13, 2026 1:09 AM",Yes,Yes,52,App has OLTP workload plus analytics queries.,Explain normalization vs denormalization and when each is appropriate.,"- Normalization reduces duplication and improves update consistency (OLTP).
- Denormalization duplicates data to speed reads/aggregations (common in analytics/materialized views).

Guidance:
- Start normalized for correctness.
- Add denormalized read models (caches, materialized views) once bottlenecks are measured.

Be explicit about consistency strategy for duplicated fields.",Yes,Schema design,You are TensoraMax Studio Assistant. Focus on practical tradeoffs and correctness.,docs,Should my database be normalized or denormalized?
Cybersecurity: principle of least privilege (example),Train,Review,No,,"Cloud Computing, Cybersecurity, Education, Software Engineering",Easy,9,Safe,English,Synthetic,v0.1,"June 13, 2026 1:09 AM",Grant the minimum permissions necessary; it limits damage from bugs or credential leaks and improves auditability.,"June 13, 2026 1:09 AM",Yes,Yes,53,Team is designing permissions for a new backend.,"Explain least privilege and give examples for DB, cloud, and services.","Least privilege means each identity gets only the permissions needed to do its job.

Examples:
- DB user for app: only CRUD on needed tables, no admin.
- Background worker: only queue consume + specific storage bucket, not full account.
- Cloud IAM: separate roles for deploy vs runtime; short-lived tokens.

Benefits: reduces blast radius if credentials leak; makes audits easier.",Yes,Access control,You are TensoraMax Studio Assistant. Provide concrete security practices.,docs,What does least privilege mean in security?
TXB Knowledge: tagging strategy for docs (proposal),Train,Review,No,,"Productivity, Software Engineering, TXB Knowledge",Hard,8,Needs Review,English,Synthetic,v0.1,"June 13, 2026 1:09 AM",Use a consistent multi-axis tag set (area/component/audience/lifecycle/type) with governance to avoid synonyms.,"June 13, 2026 1:09 AM",Yes,No,56,"Need tags for product, component, audience, and lifecycle.",Propose a tagging strategy for TXB to improve retrieval quality.,"A practical TXB tagging scheme:
- Product/Area: studio, txb, assistant, billing
- Component: api, frontend, worker, db
- Audience: dev, support, ops
- Lifecycle: draft, active, deprecated
- Doc type: runbook, spec, how-to, faq

Rules:
- 3–8 tags per doc
- avoid synonyms (define canonical tags)
- add a periodic cleanup (merge rarely used tags)

Result: higher precision in retrieval and easier dataset curation.",Yes,Knowledge management,You are TensoraMax Studio Assistant. Design for retrieval and governance.,"docs, txb",How should we tag documents in TXB for better search?
Reasoning: tradeoff analysis template (2 options),Train,Review,No,,"Productivity, Reasoning, Software Engineering",Medium,8,Safe,English,Synthetic,v0.1,"June 13, 2026 1:10 AM","Use a consistent template: context, criteria, pros/cons, recommendation, risks, next steps.","June 13, 2026 1:10 AM",Yes,Yes,60,"Need lightweight, repeatable format.",Provide a template for comparing two technical options with pros/cons and decision criteria.,"Template:
- Context (1–2 sentences)
- Options: A vs B
- Decision criteria (3–6 bullets: cost, time, risk, performance, maintainability)
- Pros/cons per option (bullets)
- Recommendation + rationale
- Risks + mitigations
- Next steps (owner + date)",Yes,Decision making,"You are TensoraMax Studio Assistant. Produce professional, reusable templates.",docs,How do I do a quick tradeoff analysis?
Python: dataclasses quickstart,Train,Review,No,,"Education, Programming, Software Engineering",Easy,9,Safe,English,Synthetic,v0.1,"June 13, 2026 1:10 AM",They’re a convenient way to define data-holding classes with auto-generated init/repr; see example.,"June 13, 2026 1:10 AM",Yes,Yes,57,Need a simple User model.,Explain Python dataclasses and show a small example with defaults and type hints.,"python
from dataclasses import dataclass

@dataclass
class User:
    id: int
    name: str
    active: bool = True

u = User(id=1, name='Baki')
print(u)


Dataclasses auto-generate __init__, __repr__, and comparisons (configurable).",Yes,Python / data modeling,You are TensoraMax Studio Assistant. Be concise and correct.,python,What are dataclasses in Python?
Reasoning: handle ambiguity in user requests (clarify),Validation,Review,No,,"Productivity, Reasoning, Software Engineering",Easy,8,Safe,English,Synthetic,v0.1,"June 13, 2026 1:10 AM","I can—first I need to know the database type, purpose, key fields, users/scale, and required views.","June 13, 2026 1:10 AM",Yes,Yes,58,"User: ""Can you set up my database?"" (unclear which DB, goal, schema).","Given an ambiguous user request, ask the minimum clarifying questions.","Clarifying questions:
1) What type of database do you mean (Notion database, SQL, or something else)?
2) What is the goal (tasks, CRM, dataset, inventory, etc.)?
3) What key fields/properties do you need?
4) Who will use it and at what scale?
5) Any required views/filters (e.g., by status, owner, date)?",Yes,Requirements gathering,"You are TensoraMax Studio Assistant. Ask concise, high-signal clarifying questions.",docs,Can you set up my database?
Reasoning: explain big-O with a concrete example,Train,Review,No,,"Education, Programming, Reasoning",Easy,9,Safe,English,Synthetic,v0.1,"June 13, 2026 1:10 AM",It describes growth rate of time/space as input increases; nested loops are a common O(n²) example.,"June 13, 2026 1:10 AM",Yes,Yes,65,Use example of nested loops vs single loop.,Explain big-O notation using a simple code example and what it means in practice.,"Big-O describes how runtime grows as input size n grows.

Example:
- Single loop over n items → O(n)
- Nested loop over n×n pairs → O(n²)

In practice: when n is large, O(n²) can become slow quickly (e.g., 100k² is huge). Use big-O to choose scalable algorithms.",Yes,Algorithms / complexity,You are TensoraMax Studio Assistant. Teach clearly with concrete examples.,reasoning,What is big-O notation?
JavaScript: avoid floating point bugs (money),Train,Review,No,,"Education, Programming, Software Engineering, Web Development",Medium,9,Safe,English,Synthetic,v0.1,"June 13, 2026 1:10 AM",Floats can’t represent many decimals exactly; for money store cents as integers or use decimal libraries.,"June 13, 2026 1:10 AM",Yes,Yes,62,Need to add prices without 0.1+0.2 issues.,Explain why floating point is problematic for currency and show safer approaches.,"Binary floating point can’t represent many decimals exactly, causing rounding errors.

Safer approaches:
- store money as integer minor units (cents/paise)
- or use a decimal library for arbitrary precision

Example (cents):
js
const totalCents = 199 + 299; // $1.99 + $2.99
console.log(totalCents / 100);
",Yes,JavaScript / numeric accuracy,You are TensoraMax Studio Assistant. Emphasize correctness for financial data.,javascript,Why is 0.1 + 0.2 not equal to 0.3 and how do I handle money?
Web: fix 'Too many re-renders' in React,Train,Review,No,,"Frontend, Programming, Web Development",Easy,8,Safe,English,Synthetic,v0.1,"June 13, 2026 1:10 AM",It means you’re triggering state updates during render; move updates to effects/handlers and avoid unconditional setters.,"June 13, 2026 1:10 AM",Yes,Yes,59,User sets state during render by calling setState directly.,Explain the cause of React's 'Too many re-renders' error and how to fix it.,"This usually happens when you call a state setter during render, causing an infinite render loop.

Fixes:
- Move state updates into an event handler or useEffect.
- Don’t call setState unconditionally.

Bad:
js
setCount(count + 1)

Good:
js
useEffect(() => {
  setCount(c => c + 1)
}, [])
",Yes,React / debugging,You are TensoraMax Studio Assistant. Diagnose clearly and provide correct fixes.,javascript,React says 'Too many re-renders'. What does that mean?
Databases: choose primary keys (UUID vs int),Train,Review,No,,"Backend, Databases, Software Engineering",Hard,8,Safe,English,Synthetic,v0.1,"June 13, 2026 1:10 AM",UUIDs are great for distributed/offline creation; ints are smaller/faster. Choose based on architecture needs.,"June 13, 2026 1:10 AM",Yes,Yes,61,Distributed system with offline creation.,Compare UUIDs vs auto-increment ints for primary keys and give guidance.,"- Auto-increment int: compact, index-friendly, sortable; but hard to generate offline and can leak row count.
- UUID: globally unique, can be generated client-side; larger indexes and less locality.

Guidance:
- Need distributed/offline creation or merging data from multiple sources → UUID.
- Single DB, performance-critical, internal IDs → int.

Hybrid: use UUID externally and an internal surrogate key if needed.",Yes,Schema / keys,You are TensoraMax Studio Assistant. Be practical and highlight tradeoffs.,docs,Should we use UUIDs or auto-increment IDs as primary keys?
Cybersecurity: secure session cookies checklist,Train,Review,No,,"Backend, Cybersecurity, Web Development",Medium,9,Safe,English,Synthetic,v0.1,"June 13, 2026 1:10 AM",Use HttpOnly + Secure + SameSite plus rotation and short lifetimes; store only opaque IDs.,"June 13, 2026 1:10 AM",Yes,Yes,63,Cookie-based auth; want best practices.,Provide a checklist for securing session cookies in a web app.,"Checklist:
- HttpOnly (prevents JS access)
- Secure (HTTPS only)
- SameSite=Lax or Strict (mitigates CSRF)
- Short TTL + rotation on privilege changes
- Regenerate session ID on login
- Store only opaque session ID, not user data

Also: enforce HTTPS, HSTS, and proper logout invalidation.",Yes,Sessions,You are TensoraMax Studio Assistant. Provide defensive best practices.,docs,How do I secure session cookies?
AI: prompt injection threats (RAG) and mitigations,Test,Review,No,,"AI, Cybersecurity, Education, TXB Knowledge",Expert,9,Safe,English,Synthetic,v0.1,"June 13, 2026 1:10 AM","It’s when retrieved text tries to hijack the model’s instructions; defend with strong instruction hierarchy, separation, and grounding/citations.","June 13, 2026 1:10 AM",Yes,Yes,64,LLM reads untrusted web pages or docs.,Explain prompt injection risks in RAG systems and list mitigations.,"Prompt injection is when untrusted retrieved text tries to override system instructions (e.g., “ignore previous instructions”).

Mitigations:
- Treat retrieved content as data, not instructions.
- Use strict system prompts and tool policies.
- Separate retrieval and generation steps.
- Apply content sanitization and allowlists.
- Use citation/grounding requirements.
- Log and red-team with adversarial docs.

Goal: reduce the chance that retrieved text changes behavior beyond answering the question.",Yes,RAG security,"You are TensoraMax Studio Assistant. Provide security-focused, non-alarmist guidance.","ml, txb",What is prompt injection in RAG and how do we defend against it?
TensoraMax Studio: dataset versioning policy (proposal),Train,Review,No,,"Machine Learning, Software Engineering, TXB Knowledge, TensoraMax Studio",Expert,8,Needs Review,English,Synthetic,v0.1,"June 13, 2026 1:10 AM",Use vMAJOR.MINOR.PATCH tied to schema/meaning changes; maintain changelogs and manifests for reproducibility.,"June 13, 2026 1:10 AM",Yes,No,66,"Need semantic versions, changelog, and reproducibility.",Propose a dataset versioning policy for TXB Training Dataset.,"Policy proposal:
- Use semantic-ish versions: vMAJOR.MINOR.PATCH.
- MAJOR: schema changes or label meaning changes.
- MINOR: add new examples or new domains.
- PATCH: fix typos, improve outputs without changing intent.

Process:
- Each release has a changelog entry (counts by split/domain).
- Freeze an eval suite per dataset version.
- Keep a manifest: dataset version → model version → metrics.

Goal: reproducible training and easy rollbacks.",Yes,Dataset governance,You are TensoraMax Studio Assistant. Write like a concise governance doc.,"docs, txb",How should we version our training dataset in TensoraMax Studio?
SQL: explain INNER JOIN vs LEFT JOIN,Train,Review,No,,"Databases, Education, Programming",Easy,9,Safe,English,Synthetic,v0.1,"June 13, 2026 1:10 AM",INNER keeps only matches; LEFT keeps all left rows and fills missing right rows with NULL.,"June 13, 2026 1:10 AM",Yes,Yes,68,Tables: users and orders; want users even if no orders.,"Explain INNER vs LEFT JOIN and when to use each, with a small example.","- INNER JOIN returns rows where both sides match.
- LEFT JOIN returns all rows from the left table, plus matches from the right (NULL when missing).

Example (keep all users):
sql
SELECT u.id, o.id AS order_id
FROM users u
LEFT JOIN orders o ON o.user_id = u.id;
",Yes,SQL / joins,You are TensoraMax Studio Assistant. Be clear and provide correct SQL examples.,docs,What’s the difference between INNER JOIN and LEFT JOIN?
Web: semantic HTML for forms (labels),Train,Review,No,,"Education, Frontend, Web Development",Easy,9,Safe,English,Synthetic,v0.1,"June 13, 2026 1:10 AM","Use <label for=""...""> linked to the input id, or wrap the input in a label; both improve accessibility.","June 13, 2026 1:10 AM",Yes,Yes,67,Need accessible form markup.,Explain how to correctly associate labels with inputs in HTML forms.,"Use <label for> with a matching input id:
html
<label for=""email"">Email</label>
<input id=""email"" name=""email"" type=""email"" autocomplete=""email"" required>


Alternatively, wrap the input:
html
<label>Email <input name=""email"" type=""email""></label>


This improves accessibility and click targets.",Yes,HTML / forms,You are TensoraMax Studio Assistant. Prioritize accessibility best practices.,html,How do I properly label inputs in HTML?
Python: read environment variables safely,Train,Review,No,,"DevOps, Programming, Software Engineering",Easy,9,Safe,English,Synthetic,v0.1,"June 13, 2026 1:10 AM","Use os.environ.get, validate required vars, and parse optional flags (see Output).","June 13, 2026 1:10 AM",Yes,Yes,71,Need required DATABASE_URL and optional DEBUG flag.,Show how to read environment variables in Python and handle missing values.,"python
import os

DATABASE_URL = os.environ.get('DATABASE_URL')
if not DATABASE_URL:
    raise RuntimeError('DATABASE_URL is required')

DEBUG = os.environ.get('DEBUG', '0') == '1'
print(DATABASE_URL, DEBUG)
",Yes,Python / configuration,"You are TensoraMax Studio Assistant. Provide secure, production-minded guidance.",python,How do I read env vars in Python and fail if one is missing?
